id,question,answer_text,context,source,domain,split,question_type,no_of_hops,reasoning_type,span_start,span_end,evidence_relations
Medical-ddde0e24,For which AML patients is hematopoietic cell transplant considered and what factors influence this decision?,"Hematopoietic cell transplant is considered for eligible patients based on performance status, genetic alterations, and response to induction therapy.",Hematopoietic cell transplant is considered for eligible patients. The decision for hematopoietic cell transplant is based on performance status. The decision for hematopoietic cell transplant is based on genetic alterations. The decision for hematopoietic cell transplant is based on response to induction therapy.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Hematopoietic cell transplant is considered for eligible patients"", ""Prognostic Factor includes genetic alterations, performance status, and response to induction therapy""]"
Medical-c57bf64d,"How does family history affect AML risk assessment, and what additional steps should be taken in such cases?","Family history increases AML risk due to hereditary predisposition, so genetic counseling and testing may be indicated.",Family history increases AML risk. Family history increases AML risk due to hereditary predisposition. Genetic counseling may be indicated for patients with a family history of AML. Genetic testing may be indicated for patients with a family history of AML.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Family history of leukemia and hereditary predisposition syndromes are risk factors for AML"", ""Risk Factor includes family history of leukemia and leukemia predisposition syndrome""]"
Medical-640a315c,Which supportive care interventions are necessary for an AML patient presenting with severe anemia and infection risk?,Transfusions and infection prevention measures are necessary supportive care interventions.,Transfusions are necessary supportive care interventions for AML patients. Infection prevention measures are necessary supportive care interventions for AML patients.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Supportive care includes transfusions, infection prevention, and management of side effects"", ""AML causes a buildup of blasts in bone marrow and blood, leading to low counts of healthy red blood cells, platelets, and white blood cells""]"
Medical-669af50b,How does performance status impact the treatment plan for an AML patient?,Performance status influences the selection and intensity of AML treatment.,Performance status impacts the treatment plan for an AML patient. Performance status influences the selection of AML treatment. Performance status influences the intensity of AML treatment.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Performance status and general health influence treatment selection"", ""Performance Status includes Eastern Cooperative Oncology Group (ECOG) score and Karnofsky Performance Status (KPS)""]"
Medical-1ab31cd8,What combination of findings would support a diagnosis of blastic plasmacytoid dendritic cell neoplasm (BPDCN)?,"BPDCN diagnosis is supported by its aggressive nature, involvement of blood, bone marrow, lymph nodes, and skin, and its classification as an AML subtype.",The aggressive nature of BPDCN supports its diagnosis. Involvement of blood supports the diagnosis of BPDCN. Involvement of bone marrow supports the diagnosis of BPDCN. Involvement of lymph nodes supports the diagnosis of BPDCN. Involvement of skin supports the diagnosis of BPDCN. BPDCN is classified as an AML subtype.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Blastic plasmacytoid dendritic cell neoplasm (BPDCN) is an aggressive subtype of AML"", ""Sites of Involvement for BPDCN include blood, bone marrow, lymph nodes, skin"", ""AML subtypes are defined by gene mutations or abnormal chromosomes""]"
Medical-575e6d7f,Which phases make up the standard treatment course for AML and what is their primary goal?,"Induction, consolidation, and maintenance phases make up AML treatment, aiming for remission.",The standard treatment course for AML includes induction phases. The standard treatment course for AML includes consolidation phases. The standard treatment course for AML includes maintenance phases. The primary goal of AML treatment is to achieve remission.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Treatment for AML is delivered in phases with the goal of achieving remission"", ""Treatment Phase includes induction, consolidation, and maintenance""]"
Medical-ee302181,Why is it important to perform both flow cytometry and molecular testing in newly diagnosed AML?,Both tests are essential to identify cell surface markers and genetic alterations for accurate classification and treatment guidance.,Flow cytometry is essential in newly diagnosed AML. Molecular testing is essential in newly diagnosed AML. Flow cytometry identifies cell surface markers in AML. Molecular testing identifies genetic alterations in AML. Both tests provide accurate classification and treatment guidance for AML.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Diagnosis of AML involves blood tests, bone marrow aspirate and biopsy, flow cytometry, immunophenotyping, cytogenetic and molecular testing, and imaging studies"", ""Genetic and biomarker tests are used to determine AML subtype and guide treatment""]"
Medical-54a3a465,Which maintenance therapies are recommended for a patient with advanced ovarian cancer who is BRCA-mutated after initial treatment?,"PARP inhibitors such as olaparib, niraparib, or rucaparib are recommended as maintenance therapy for advanced or BRCA-mutated ovarian cancer after initial treatment.",PARP inhibitors are recommended as maintenance therapy for advanced ovarian cancer. Olaparib is a recommended PARP inhibitor for advanced or BRCA-mutated ovarian cancer. Niraparib is a recommended PARP inhibitor for advanced or BRCA-mutated ovarian cancer. Rucaparib is a recommended PARP inhibitor for advanced or BRCA-mutated ovarian cancer. Maintenance therapy is recommended after initial treatment for advanced or BRCA-mutated ovarian cancer.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Maintenance therapy with PARP inhibitors (olaparib, niraparib, rucaparib) is recommended for advanced or BRCA-mutated/HRD-positive cancers after initial treatment"", ""BRCA1 and BRCA2 mutations are major hereditary risk factors for ovarian cancer"", ""Olaparib (Lynparza), Niraparib (Zejula), and Rucaparib (Rubraca) are listed as maintenance therapy options in the ontology""]"
Medical-8f1032c7,What diagnostic steps should be taken for a woman presenting with persistent bloating and pelvic pain suggestive of ovarian cancer?,"Imaging such as ultrasound or CT, abdominal and pelvic exam, biopsy, and tumor marker blood tests should be performed.",Imaging such as ultrasound should be performed for a woman with persistent bloating and pelvic pain. CT imaging should be performed for a woman with persistent bloating and pelvic pain. An abdominal and pelvic exam should be performed for a woman with persistent bloating and pelvic pain. A biopsy should be performed for a woman with persistent bloating and pelvic pain. Tumor marker blood tests should be performed for a woman with persistent bloating and pelvic pain.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Diagnosis of ovarian cancer involves imaging (ultrasound, CT, MRI, PET), abdominal and pelvic exam, biopsy, and blood tests including tumor markers"", ""Common symptoms of ovarian cancer include bloating and pelvic or abdominal pain"", ""The ontology lists 'persistent bloating' and 'pelvic pain' as symptoms and includes diagnostic methods such as imaging, biopsy, and tumor marker tests""]"
Medical-ffffe4b8,How is platinum-resistant ovarian cancer managed differently from platinum-sensitive recurrence?,"Platinum-resistant disease is treated with non-platinum chemotherapy, bevacizumab, or targeted therapies, while platinum-sensitive recurrence is treated with platinum-based chemotherapy, possibly with bevacizumab and secondary cytoreductive surgery.",Platinum-resistant ovarian cancer is treated with non-platinum chemotherapy. Platinum-resistant ovarian cancer is treated with bevacizumab. Platinum-resistant ovarian cancer is treated with targeted therapies. Platinum-sensitive recurrence is treated with platinum-based chemotherapy. Platinum-sensitive recurrence may be treated with bevacizumab. Platinum-sensitive recurrence may involve secondary cytoreductive surgery.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Platinum-resistant ovarian cancer is treated with non-platinum chemotherapy, bevacizumab, or targeted therapies such as mirvetuximab soravtansine-gynx for FRα-positive tumors"", ""Platinum-sensitive recurrence is treated with platinum-based chemotherapy, possibly with bevacizumab, and may include secondary cytoreductive surgery"", ""The ontology specifies different treatment regimens for platinum-sensitive and platinum-resistant recurrence""]"
Medical-2521e4dd,Why is genetic testing for BRCA mutations recommended for all ovarian cancer patients?,Because BRCA mutations are major hereditary risk factors and influence eligibility for targeted therapies such as PARP inhibitors.,BRCA mutations are major hereditary risk factors. BRCA mutations influence eligibility for targeted therapies. Targeted therapies include PARP inhibitors.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Genetic testing for BRCA and other hereditary syndromes is recommended for all patients with ovarian cancer"", ""BRCA1 and BRCA2 mutations are major hereditary risk factors for ovarian cancer"", ""Maintenance therapy with PARP inhibitors is recommended for advanced or BRCA-mutated/HRD-positive cancers after initial treatment""]"
Medical-884a8392,Which cancers are managed similarly to ovarian cancer and why might their management overlap?,Primary peritoneal cancer and fallopian tube cancer are managed similarly to ovarian cancer due to shared origin and treatment protocols.,Primary peritoneal cancer is managed similarly to ovarian cancer. Fallopian tube cancer is managed similarly to ovarian cancer. Primary peritoneal cancer and fallopian tube cancer share an origin. Primary peritoneal cancer and fallopian tube cancer have similar treatment protocols.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Primary peritoneal cancer and fallopian tube cancer are managed similarly to ovarian cancer"", ""The ontology lists primary peritoneal cancer and fallopian tube cancer as related cancers under ovarian cancer""]"
Medical-e851fe04,What factors determine the use of fertility-sparing surgery in ovarian cancer patients?,"Fertility-sparing surgery is considered for select early-stage cases, depending on stage and patient fertility desires.",Fertility-sparing surgery is considered for select early-stage cases. The use of fertility-sparing surgery depends on the stage of cancer. The use of fertility-sparing surgery depends on patient fertility desires.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Fertility-sparing surgery may be considered for select early-stage cases"", ""Staging is based on the FIGO system (Stages I-IV) and requires surgical staging"", ""The ontology lists surgical procedures and stages relevant to ovarian cancer""]"
Medical-6e8f1b95,Which tumor markers should be monitored during surveillance after ovarian cancer treatment?,"CA-125 or other tumor markers such as HE4, CEA, and CA 19-9 should be monitored during surveillance.",CA-125 should be monitored during surveillance after ovarian cancer treatment. HE4 should be monitored during surveillance after ovarian cancer treatment. CEA should be monitored during surveillance after ovarian cancer treatment. CA 19-9 should be monitored during surveillance after ovarian cancer treatment.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Surveillance after treatment includes regular physical and pelvic exams, and monitoring of CA-125 or other tumor markers"", ""The ontology lists CA-125, HE4, CEA, and CA 19-9 as tumor markers for ovarian cancer""]"
Medical-18fc35e5,What are the recommended initial treatments for most stages of epithelial ovarian cancer?,Surgery (hysterectomy with bilateral salpingo-oophorectomy) followed by chemotherapy (typically paclitaxel and carboplatin) is recommended.,Surgery is recommended for most stages of epithelial ovarian cancer. Hysterectomy with bilateral salpingo-oophorectomy is a recommended surgical procedure. Chemotherapy is recommended after surgery for epithelial ovarian cancer. Paclitaxel and carboplatin are typically used in chemotherapy for epithelial ovarian cancer.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Surgery (hysterectomy with bilateral salpingo-oophorectomy) is the standard initial treatment for most ovarian cancers"", ""Chemotherapy (typically paclitaxel and carboplatin) is recommended after surgery for most stages"", ""Epithelial ovarian cancer is the most common type of ovarian cancer""]"
Medical-eb042e58,Which biomarkers are tested to determine eligibility for targeted therapies in ovarian cancer?,"BRCA mutation, HRD status, MSI, MMR, HER2 expression, TMB, BRAF V600E, FRα, RET mutations, and NTRK gene fusion are tested.",BRCA mutation is tested to determine eligibility for targeted therapies in ovarian cancer. HRD status is tested to determine eligibility for targeted therapies in ovarian cancer. MSI is tested to determine eligibility for targeted therapies in ovarian cancer. MMR is tested to determine eligibility for targeted therapies in ovarian cancer. HER2 expression is tested to determine eligibility for targeted therapies in ovarian cancer. TMB is tested to determine eligibility for targeted therapies in ovarian cancer. BRAF V600E is tested to determine eligibility for targeted therapies in ovarian cancer. FRα is tested to determine eligibility for targeted therapies in ovarian cancer. RET mutations are tested to determine eligibility for targeted therapies in ovarian cancer. NTRK gene fusion is tested to determine eligibility for targeted therapies in ovarian cancer.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Tumor biomarker testing includes BRCA mutation, HRD status, MSI, MMR, HER2 expression, TMB, BRAF V600E, FRα, RET mutations, and NTRK gene fusion"", ""The ontology lists these as genetic alterations or biomarkers for ovarian cancer""]"
Medical-6bed629f,How does the management of recurrent ovarian cancer differ based on platinum sensitivity?,"Platinum-sensitive recurrence is managed with platinum-based chemotherapy and possibly surgery, while platinum-resistant recurrence uses non-platinum chemotherapy or targeted agents.",Platinum-sensitive recurrence is managed with platinum-based chemotherapy. Platinum-sensitive recurrence may involve surgery. Platinum-resistant recurrence is managed with non-platinum chemotherapy. Platinum-resistant recurrence may involve targeted agents.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Recurrence is managed based on platinum sensitivity, biomarker status, and may include surgery, chemotherapy, targeted therapy, immunotherapy, or clinical trial enrollment"", ""Platinum-sensitive recurrence is treated with platinum-based chemotherapy, possibly with bevacizumab, and may include secondary cytoreductive surgery"", ""Platinum-resistant ovarian cancer is treated with non-platinum chemotherapy, bevacizumab, or targeted therapies""]"
Medical-0be2176d,Why might a patient with FRα-positive platinum-resistant ovarian cancer be treated with mirvetuximab soravtansine-gynx?,Mirvetuximab soravtansine-gynx is a targeted therapy specifically indicated for FRα-positive platinum-resistant ovarian cancer.,Mirvetuximab soravtansine-gynx is a targeted therapy. Mirvetuximab soravtansine-gynx is indicated for FRα-positive platinum-resistant ovarian cancer.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Platinum-resistant ovarian cancer is treated with non-platinum chemotherapy, bevacizumab, or targeted therapies such as mirvetuximab soravtansine-gynx for FRα-positive tumors"", ""Folate receptor alpha (FRα) is listed as a genetic alteration/biomarker in the ontology""]"
Medical-45847608,Which hereditary syndromes increase the risk for ovarian cancer and how does this affect patient management?,"BRCA1, BRCA2 mutations, and Lynch syndrome increase risk and prompt genetic testing and consideration of targeted therapies.","BRCA1 mutations increase the risk for ovarian cancer. BRCA2 mutations increase the risk for ovarian cancer. Lynch syndrome increases the risk for ovarian cancer. BRCA1, BRCA2 mutations, and Lynch syndrome prompt genetic testing. BRCA1, BRCA2 mutations, and Lynch syndrome prompt consideration of targeted therapies.",Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""BRCA1 and BRCA2 mutations and Lynch syndrome are major hereditary risk factors for ovarian cancer"", ""Genetic testing for BRCA and other hereditary syndromes is recommended for all patients with ovarian cancer"", ""Maintenance therapy with PARP inhibitors is recommended for advanced or BRCA-mutated/HRD-positive cancers after initial treatment""]"
Medical-4e5d3831,What role does imaging play in the diagnosis and surveillance of ovarian cancer?,"Imaging is used for initial diagnosis (ultrasound, CT, MRI, PET) and for surveillance as indicated after treatment.",Imaging is used for the initial diagnosis of ovarian cancer. Ultrasound is used for the initial diagnosis of ovarian cancer. CT is used for the initial diagnosis of ovarian cancer. MRI is used for the initial diagnosis of ovarian cancer. PET is used for the initial diagnosis of ovarian cancer. Imaging is used for surveillance after treatment as indicated.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Diagnosis of ovarian cancer involves imaging (ultrasound, CT, MRI, PET)"", ""Surveillance after treatment includes regular physical and pelvic exams, and monitoring of CA-125 or other tumor markers, and imaging as indicated"", ""The ontology lists imaging modalities under diagnostic methods and surveillance""]"
Medical-d7765001,Which symptoms should prompt evaluation for possible ovarian cancer using tumor markers and imaging?,"Symptoms such as persistent bloating, pelvic pain, trouble eating, and urinary urgency should prompt evaluation with tumor markers and imaging.",Persistent bloating should prompt evaluation for possible ovarian cancer. Pelvic pain should prompt evaluation for possible ovarian cancer. Trouble eating should prompt evaluation for possible ovarian cancer. Urinary urgency should prompt evaluation for possible ovarian cancer.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Common symptoms of ovarian cancer include bloating, pelvic or abdominal pain, trouble eating or feeling full quickly, urinary urgency or frequency, and pain during sex"", ""Diagnosis of ovarian cancer involves imaging (ultrasound, CT, MRI, PET), abdominal and pelvic exam, biopsy, and blood tests including tumor markers""]"
Medical-e2bcebf4,When is enrollment in a clinical trial particularly recommended for ovarian cancer patients?,Clinical trial enrollment is recommended for recurrent or persistent ovarian cancer.,Clinical trial enrollment is recommended for recurrent ovarian cancer. Clinical trial enrollment is recommended for persistent ovarian cancer.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Clinical trials are recommended for recurrent or persistent ovarian cancer"", ""The ontology lists clinical trial enrollment for recurrent or persistent disease""]"
Medical-22b8a5ee,How is small lymphocytic lymphoma (SLL) differentiated from chronic lymphocytic leukemia (CLL) in terms of primary site and diagnostic approach?,"SLL primarily affects lymph nodes and spleen, while CLL affects blood and bone marrow, and both require blood tests and biopsies for diagnosis.",Small lymphocytic lymphoma (SLL) primarily affects lymph nodes. Small lymphocytic lymphoma (SLL) primarily affects the spleen. Chronic lymphocytic leukemia (CLL) primarily affects blood. Chronic lymphocytic leukemia (CLL) primarily affects bone marrow. Both SLL and CLL require blood tests for diagnosis. Both SLL and CLL require biopsies for diagnosis.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Small lymphocytic lymphoma (SLL) is the same cancer as CLL but primarily found in lymph nodes and spleen"", ""Chronic lymphocytic leukemia (CLL) is a type of blood cancer affecting B lymphocytes"", ""CLL/SLL is diagnosed by blood test showing ≥5,000 monoclonal B lymphocytes per microliter"", ""CLL is confirmed by blood test, flow cytometry, and may require lymph node or bone marrow biopsy"", ""In the ontology, SLL is listed under CLL as a subtype with primary sites of lymph nodes and spleen, while CLL's primary sites are blood and bone marrow""]"
Medical-eab49131,"Which diagnostic tests are necessary to confirm CLL and detect prognostic biomarkers, and why are multiple methods needed?","Blood test, flow cytometry, FISH, DNA sequencing, and karyotype are all needed to confirm CLL and identify prognostic biomarkers.",A blood test is necessary to confirm CLL. Flow cytometry is necessary to confirm CLL. FISH is necessary to confirm CLL. DNA sequencing is necessary to confirm CLL. Karyotype is necessary to confirm CLL. Multiple methods are needed to identify prognostic biomarkers.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""CLL is confirmed by blood test, flow cytometry, and may require lymph node or bone marrow biopsy"", ""Immunophenotyping identifies CLL cells by surface proteins such as CD20, CD200, and LEF1"", ""Biomarker testing includes FISH for 17p deletion, DNA sequencing for TP53 and IGHV mutations, and karyotype analysis"", ""In the ontology, diagnostic methods for CLL include blood test, flow cytometry, FISH, DNA sequencing, and karyotype""]"
Medical-223def84,What factors determine whether a newly diagnosed CLL patient should begin treatment immediately or undergo watchful waiting?,"Treatment is based on symptoms, blood counts, and disease progression, so asymptomatic or stable patients may be managed with watch and wait.",Treatment for newly diagnosed CLL patients is based on symptoms. Treatment for newly diagnosed CLL patients is based on blood counts. Treatment for newly diagnosed CLL patients is based on disease progression. Asymptomatic patients may be managed with watchful waiting. Stable patients may be managed with watchful waiting.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Treatment for CLL/SLL may not be needed immediately and is based on symptoms, blood counts, and disease progression"", ""Follow-up strategies include watch and wait, regular monitoring, and supportive care"", ""CLL may be asymptomatic and discovered incidentally on routine blood testing""]"
Medical-48e987ed,How do risk factors and symptoms together contribute to the early detection of CLL?,"Older age and family history increase risk, and the presence of symptoms like swollen glands or incidental findings on blood tests aid early detection.",Older age increases the risk of CLL. Family history increases the risk of CLL. Symptoms like swollen glands aid in early detection of CLL. Incidental findings on blood tests aid in early detection of CLL.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Risk factors for CLL include older age and family history of CLL"", ""Symptoms of CLL include swollen glands, fatigue, night sweats, fever, recurrent infections, early satiety, and unintentional weight loss"", ""CLL may be asymptomatic and discovered incidentally on routine blood testing""]"
Medical-c92bbd26,Why is immunophenotyping by flow cytometry essential in the diagnosis of CLL?,"It identifies CLL cells by their surface proteins (CD20, CD200, LEF1), confirming the diagnosis after initial blood tests.","Immunophenotyping by flow cytometry identifies CLL cells. Immunophenotyping by flow cytometry identifies CLL cells by their surface proteins. Surface proteins CD20, CD200, and LEF1 are used to confirm the diagnosis of CLL. Immunophenotyping is done after initial blood tests.",Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""CLL is confirmed by blood test, flow cytometry, and may require lymph node or bone marrow biopsy"", ""Immunophenotyping identifies CLL cells by surface proteins such as CD20, CD200, and LEF1"", ""In the ontology, flow cytometry with immunophenotype markers is a diagnostic method for CLL""]"
Medical-2ebcf55d,What is the clinical significance of detecting a 17p deletion or TP53 mutation in CLL patients?,Detection of 17p deletion or TP53 mutation indicates poorer prognosis and guides treatment selection.,Detection of 17p deletion indicates poorer prognosis in CLL patients. Detection of TP53 mutation indicates poorer prognosis in CLL patients. Detection of 17p deletion guides treatment selection in CLL patients. Detection of TP53 mutation guides treatment selection in CLL patients.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Biomarker testing includes FISH for 17p deletion, DNA sequencing for TP53 and IGHV mutations, and karyotype analysis"", ""Beta-2 microglobulin is a biomarker associated with CLL disease activity and prognosis"", ""In the ontology, 17p deletion and TP53 mutation are listed as biomarkers for CLL""]"
Medical-a7fb4f11,How does the management plan for CLL change if a patient develops Richter transformation?,Richter transformation requires a shift to therapies targeting aggressive lymphomas such as DLBCL or Hodgkin lymphoma.,Richter transformation requires a shift to therapies targeting aggressive lymphomas. Therapies targeting DLBCL are required for Richter transformation. Therapies targeting Hodgkin lymphoma are required for Richter transformation.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Richter transformation is a complication where CLL transforms into a more aggressive lymphoma such as DLBCL or Hodgkin lymphoma"", ""In the ontology, Richter transformation is a complication of CLL with subtypes DLBCL and Hodgkin lymphoma""]"
Medical-ce7076ea,Why is a comprehensive metabolic panel and assessment of performance status important before starting CLL treatment?,These assessments help guide treatment planning and ensure patient suitability for specific therapies.,A comprehensive metabolic panel is important before starting CLL treatment. Assessment of performance status is important before starting CLL treatment. These assessments help guide treatment planning. These assessments ensure patient suitability for specific therapies.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Performance status and comprehensive metabolic panel are used in treatment planning"", ""In the ontology, performance status and comprehensive metabolic panel are listed under clinical management and diagnostic methods for CLL""]"
Medical-6108fa72,"What follow-up strategies are recommended for CLL patients not requiring immediate therapy, and what is their purpose?","Watch and wait, regular monitoring, and supportive care are used to track disease progression and manage symptoms.",Watch and wait is a follow-up strategy for CLL patients not requiring immediate therapy. Regular monitoring is a follow-up strategy for CLL patients not requiring immediate therapy. Supportive care is a follow-up strategy for CLL patients not requiring immediate therapy. The purpose of these strategies is to track disease progression. The purpose of these strategies is to manage symptoms.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Follow-up strategies include watch and wait, regular monitoring, and supportive care"", ""Treatment for CLL/SLL may not be needed immediately and is based on symptoms, blood counts, and disease progression""]"
Medical-56131016,How do family history and older age together influence the risk and screening approach for CLL?,"Both increase CLL risk, so older individuals with a family history may warrant closer monitoring for early detection.",Family history increases the risk of CLL. Older age increases the risk of CLL. Older individuals with a family history of CLL may warrant closer monitoring. Closer monitoring is recommended for early detection of CLL.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Risk factors for CLL include older age and family history of CLL"", ""Family history increases the risk of developing CLL""]"
Medical-1e7500e4,What combination of tests would be used to assess both disease burden and prognosis in CLL?,"CBC, beta-2 microglobulin, biomarker testing (FISH, DNA sequencing, karyotype), and diagnostic CT scan assess disease burden and prognosis.","CBC is used to assess disease burden in CLL. Beta-2 microglobulin is used to assess prognosis in CLL. Biomarker testing, including FISH, DNA sequencing, and karyotype, is used to assess disease burden in CLL. A diagnostic CT scan is used to assess prognosis in CLL.",Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""CLL is confirmed by blood test, flow cytometry, and may require lymph node or bone marrow biopsy"", ""Biomarker testing includes FISH for 17p deletion, DNA sequencing for TP53 and IGHV mutations, and karyotype analysis"", ""Beta-2 microglobulin is a biomarker associated with CLL disease activity and prognosis"", ""Diagnostic CT scans may be used to assess lymph node involvement and disease extent""]"
Medical-29a8ae2e,Why might a pregnancy test and fertility preservation be considered in the management of CLL?,They are considered before starting treatment to address potential impacts of therapy on fertility and pregnancy.,A pregnancy test may be considered in the management of CLL. Fertility preservation may be considered in the management of CLL. These considerations are made before starting treatment. The purpose is to address potential impacts of therapy on fertility and pregnancy.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Pregnancy testing and fertility preservation are considered before starting treatment"", ""In the ontology, pregnancy test and fertility preservation are listed under clinical management for CLL""]"
Medical-3776fc3d,How does achieving minimal residual disease status affect the prognosis and management of CLL?,Minimal residual disease indicates mostly healthy blood cells and is a treatment goal associated with better prognosis.,Achieving minimal residual disease status indicates mostly healthy blood cells. Minimal residual disease status is a treatment goal in CLL. Achieving minimal residual disease status is associated with better prognosis.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Minimal residual disease is a treatment goal indicating mostly healthy blood cells"", ""In the ontology, minimal residual disease is listed as a disease stage for CLL""]"
Medical-836e7db0,"Which symptoms, when present together, would most strongly suggest CLL as a diagnosis requiring further blood and immunophenotyping tests?","Swollen glands, fatigue, and recurrent infections together should prompt CLL workup with blood test and flow cytometry.","Swollen glands, fatigue, and recurrent infections together suggest CLL as a diagnosis. These symptoms should prompt a CLL workup. A blood test is required for the CLL workup. Flow cytometry is required for the CLL workup.",Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Symptoms of CLL include swollen glands, fatigue, night sweats, fever, recurrent infections, early satiety, and unintentional weight loss"", ""CLL is confirmed by blood test, flow cytometry, and may require lymph node or bone marrow biopsy""]"
Medical-1852bc75,What is the rationale for using both oral medications and IV infusions in the treatment of CLL?,Combination therapy using oral and IV drugs may be required for optimal disease control based on disease progression and patient factors.,Combination therapy using oral medications and IV infusions may be required for CLL treatment. Optimal disease control may require both oral and IV drugs. The need for combination therapy is based on disease progression. The need for combination therapy is based on patient factors.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Treatment options include oral medications, IV infusions, and combination therapies"", ""Treatment for CLL/SLL may not be needed immediately and is based on symptoms, blood counts, and disease progression""]"
Medical-8ac49b5b,"Which biomarker must be tested in all patients diagnosed with oropharyngeal cancer, and what is its clinical significance?",p16 (HPV) testing must be performed in all oropharyngeal cancer patients as it serves as a surrogate biomarker for HPV-mediated disease.,p16 (HPV) testing must be performed in all oropharyngeal cancer patients. p16 (HPV) serves as a surrogate biomarker for HPV-mediated disease.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""p16 (HPV) testing is recommended for all patients with oropharyngeal cancer"", ""p16 protein overexpression is a surrogate biomarker for HPV-mediated throat cancer""]"
Medical-cf2fbd21,How do risk factors for oropharyngeal squamous cell carcinoma differ from those for head and neck cancers in general?,"HPV infection, especially HPV16, is a major risk factor for oropharyngeal squamous cell carcinoma, while tobacco and alcohol use are risk factors for head and neck cancers in general.","HPV infection, especially HPV16, is a major risk factor for oropharyngeal squamous cell carcinoma. Tobacco use is a risk factor for head and neck cancers in general. Alcohol use is a risk factor for head and neck cancers in general.",Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""HPV infection, especially HPV16, is a major risk factor for oropharyngeal squamous cell carcinoma"", ""Tobacco and alcohol use are risk factors for head and neck cancers""]"
Medical-30e7caf0,Which diagnostic methods are required to confirm throat cancer and determine its biomarkers?,"Imaging studies and biopsy are required for diagnosis, and biopsy enables biomarker testing.",Imaging studies are required to confirm throat cancer. A biopsy is required to confirm throat cancer. A biopsy enables biomarker testing.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Imaging studies such as CT scan, MRI, PET/CT, and ultrasound are used for diagnosis and staging"", ""Biopsy is required for definitive diagnosis and biomarker testing""]"
Medical-ab708cf8,"What anatomical sites are included under oropharyngeal cancer, and how does this relate to the diagnosis of throat cancer?","Oropharyngeal cancer includes the soft palate, tonsils, base of tongue, and side and back walls of the throat, which are common sites where throat cancer arises.",Oropharyngeal cancer includes the soft palate. Oropharyngeal cancer includes the tonsils. Oropharyngeal cancer includes the base of tongue. Oropharyngeal cancer includes the side walls of the throat. Oropharyngeal cancer includes the back walls of the throat. Throat cancer commonly arises in the oropharyngeal sites.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Oropharyngeal cancer is a subtype of throat cancer"", ""Throat cancer commonly arises in the oropharynx, including the soft palate, tonsils, side and back walls of the throat, and base of the tongue""]"
